	cluster	source	jaccard_score	size_a	size_b	threshold	top_regulons	comparison	file_a	file_b
2690	pDC	PPP1R14B	0.3333333333333333	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2691	cd8+_tcells	IL2RG	0.21212121212121213	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2692	nk_cells	TAGLN2	0.2698412698412698	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2693	cd14+_monocytes	ID2	0.17647058823529413	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2694	DC	TAGLN2	0.25	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2695	cd14-_monocytes	VCAN	0.1267605633802817	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2696	cd8+_tcells	H4C3	0.2903225806451613	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2697	DC	ID2	0.1111111111111111	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2698	cd14-_monocytes	EVL	0.1267605633802817	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2699	cd8+_tcells	C12orf75	0.25	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2700	nk_cells	ARL4C	0.3559322033898305	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2701	nk_cells	IFITM2	0.2698412698412698	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2702	DC	S100A9	0.1267605633802817	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2703	cd8+_tcells	CD2	0.3559322033898305	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2704	pDC	TAGLN2	0.2698412698412698	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2705	nk_cells	IL2RG	0.3114754098360656	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2706	cd14-_monocytes	HLA-DPB1	0.1111111111111111	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2707	nk_cells	PCED1B-AS1	0.19402985074626866	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2708	nk_cells	H4C3	0.15942028985507245	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2709	pDC	IFITM2	0.14285714285714285	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2710	pDC	ARL4C	0.19402985074626866	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2711	cd14-_monocytes	HLA-DPA1	0.17647058823529413	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2712	pDC	HLA-DQB1	0.2698412698412698	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2713	b_cells	HLA-DQA1	0.19402985074626866	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2714	cd14-_monocytes	GCC2	0.02564102564102564	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2715	cd14-_monocytes	FCN1	0.0958904109589041	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2716	DC	CLEC10A	0.21212121212121213	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2717	b_cells	IFITM2	0.17647058823529413	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2718	b_cells	BCL11A	0.25	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2719	b_cells	HLA-DQB1	0.23076923076923078	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2720	cd4+_tcells	H4C3	0.25	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2721	nk_cells	TPM4	0.15942028985507245	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2722	DC	HLA-DQA1	0.23076923076923078	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2723	pDC	RGS1	0.21212121212121213	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2724	pDC	SLC38A1	0.19402985074626866	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2725	pDC	GPR183	0.48148148148148145	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2726	DC	ARL4C	0.25	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2727	cd4+_tcells	CD2	0.3333333333333333	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2728	DC	HLA-DQB1	0.23076923076923078	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2729	DC	MNDA	0.1111111111111111	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2730	b_cells	CCDC50	0.21212121212121213	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2731	b_cells	H4C3	0.2903225806451613	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2732	cd14+_monocytes	ACTN1	0.0958904109589041	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2733	pDC	FCER1A	0.40350877192982454	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2734	pDC	HLA-DQA1	0.3559322033898305	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2735	nk_cells	C12orf75	0.25	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2736	cd8+_tcells	TLN1	0.17647058823529413	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2737	DC	FCER1A	0.23076923076923078	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2738	nk_cells	EVL	0.3559322033898305	40	40	40	50	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
2739	DC	ADAM28	0.5873015873015873	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2740	DC	TPM4	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2741	b_cells	ZFP36L1	0.3333333333333333	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2742	b_cells	UVRAG	0.5625	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2743	cd14-_monocytes	S100A9	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2744	cd8+_tcells	CXCR4	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2745	pDC	FOXP1	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2746	b_cells	HLA-DPB1	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2747	b_cells	HLA-DOA	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2748	nk_cells	VOPP1	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2749	cd14+_monocytes	MLLT6	0.2345679012345679	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2750	cd4+_tcells	CDC42SE2	0.7857142857142857	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2751	b_cells	MCL1	0.4084507042253521	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2752	cd8+_tcells	PAG1	0.3333333333333333	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2753	b_cells	WDFY4	0.5151515151515151	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2754	b_cells	VAV3	0.3698630136986301	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2755	cd14-_monocytes	IL2RG	0.4084507042253521	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2756	pDC	IRF8	0.639344262295082	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2757	cd8+_tcells	EPB41	0.5151515151515151	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2758	cd14+_monocytes	SYTL3	0.3333333333333333	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2759	DC	ZFP36L1	0.3333333333333333	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2760	DC	UVRAG	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2761	nk_cells	NFATC2	0.5873015873015873	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2762	b_cells	HLA-DPA1	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2763	cd14-_monocytes	HDAC9	0.25	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2764	DC	HLA-DPB1	0.5873015873015873	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2765	b_cells	ANKRD44	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2766	cd4+_tcells	RUNX1	0.26582278481012656	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2767	DC	HLA-DOA	0.47058823529411764	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2768	cd8+_tcells	SLAMF7	0.6129032258064516	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2769	DC	RHOB	0.35135135135135137	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2770	nk_cells	DAB2	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2771	b_cells	IRF8	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2772	b_cells	CDC42SE2	0.26582278481012656	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2773	cd4+_tcells	MAX	0.42857142857142855	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2774	pDC	AFF3	0.6129032258064516	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2775	cd4+_tcells	THEM4	0.3888888888888889	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2776	DC	HLA-DPA1	0.5625	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2777	pDC	VOPP1	0.5873015873015873	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2778	pDC	ALCAM	0.5873015873015873	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2779	cd8+_tcells	SLC38A1	0.6949152542372882	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2780	DC	FCN1	0.3698630136986301	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2781	cd14-_monocytes	LPP	0.4492753623188406	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2782	cd4+_tcells	GPRIN3	0.47058823529411764	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2783	cd14-_monocytes	DOCK10	0.28205128205128205	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2784	pDC	UVRAG	0.5151515151515151	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2785	cd14-_monocytes	CAMK1D	0.4925373134328358	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2786	pDC	PLD4	0.6129032258064516	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2787	nk_cells	CDC42SE2	0.6666666666666666	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2788	pDC	HLA-DOA	0.6949152542372882	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2789	pDC	HLA-DPB1	0.7241379310344828	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2790	cd14-_monocytes	PLBD1	0.4925373134328358	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2791	cd14-_monocytes	HLA-DQA1	0.42857142857142855	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2792	b_cells	VOPP1	0.5873015873015873	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2793	cd14-_monocytes	UBE2E2	0.3888888888888889	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2794	cd4+_tcells	TRERF1	0.3888888888888889	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
2795	b_cells	HLA-DRA	0.5384615384615384	50	50	50	50	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
