n_top	percentage_overlap	configuration	target	percentage_recovered	tp	gs_count	pp	type	grn	net	top_perc	dataset	method	xai_method	hidden_layer_size	n_hidden_layers	dropout	model	background	raw
437.0				0.1333333333333333	12.0	90.0	437.0	on_target	net_51_10906	1.0	0.01	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
2184.0				0.3	27.0	90.0	2184.0	on_target	net_51_10906	1.0	0.05	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
4368.0				0.5	45.0	90.0	4368.0	on_target	net_51_10906	1.0	0.1	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
8736.0				0.7444444444444445	67.0	90.0	8736.0	on_target	net_51_10906	1.0	0.2	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
10920.0				0.8555555555555555	77.0	90.0	10920.0	on_target	net_51_10906	1.0	0.25	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
21840.0				0.9444444444444444	85.0	90.0	21840.0	on_target	net_51_10906	1.0	0.5	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
32761.0				1.0	90.0	90.0	32761.0	on_target	net_51_10906	1.0	0.75	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
43681.0				1.0	90.0	90.0	43681.0	on_target	net_51_10906	1.0	1.0	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_True	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	True
44.0				0.0095238095238095	1.0	105.0	44.0	on_target	net_98_11932	0.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.0761904761904762	8.0	105.0	437.0	on_target	net_98_11932	0.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.1714285714285714	18.0	105.0	2184.0	on_target	net_98_11932	0.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.3047619047619048	32.0	105.0	4368.0	on_target	net_98_11932	0.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.5428571428571428	57.0	105.0	8736.0	on_target	net_98_11932	0.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.6476190476190476	68.0	105.0	10920.0	on_target	net_98_11932	0.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.8571428571428571	90.0	105.0	21840.0	on_target	net_98_11932	0.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
32761.0				0.9904761904761904	104.0	105.0	32761.0	on_target	net_98_11932	0.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
43681.0				1.0	105.0	105.0	43681.0	on_target	net_98_11932	0.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
44.0				0.0	0.0	105.0	44.0	off_target	net_98_11932	1.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.0	0.0	105.0	437.0	off_target	net_98_11932	1.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.0095238095238095	1.0	105.0	2184.0	off_target	net_98_11932	1.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.0666666666666666	7.0	105.0	4368.0	off_target	net_98_11932	1.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.238095238095238	25.0	105.0	8736.0	off_target	net_98_11932	1.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.3904761904761905	41.0	105.0	10920.0	off_target	net_98_11932	1.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.819047619047619	86.0	105.0	21840.0	off_target	net_98_11932	1.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
32761.0				0.9904761904761904	104.0	105.0	32761.0	off_target	net_98_11932	1.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
43681.0				1.0	105.0	105.0	43681.0	off_target	net_98_11932	1.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
44.0				0.0	0.0	90.0	44.0	off_target	net_51_10906	0.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.0	0.0	90.0	437.0	off_target	net_51_10906	0.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.0	0.0	90.0	2184.0	off_target	net_51_10906	0.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.0111111111111111	1.0	90.0	4368.0	off_target	net_51_10906	0.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.0444444444444444	4.0	90.0	8736.0	off_target	net_51_10906	0.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.0555555555555555	5.0	90.0	10920.0	off_target	net_51_10906	0.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.4444444444444444	40.0	90.0	21840.0	off_target	net_51_10906	0.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
32761.0				0.8	72.0	90.0	32761.0	off_target	net_51_10906	0.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
43681.0				1.0	90.0	90.0	43681.0	off_target	net_51_10906	0.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
44.0				0.0222222222222222	2.0	90.0	44.0	on_target	net_51_10906	1.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.1333333333333333	12.0	90.0	437.0	on_target	net_51_10906	1.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.2666666666666666	24.0	90.0	2184.0	on_target	net_51_10906	1.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.4444444444444444	40.0	90.0	4368.0	on_target	net_51_10906	1.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.6666666666666666	60.0	90.0	8736.0	on_target	net_51_10906	1.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.7777777777777778	70.0	90.0	10920.0	on_target	net_51_10906	1.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.9555555555555556	86.0	90.0	21840.0	on_target	net_51_10906	1.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
32761.0				1.0	90.0	90.0	32761.0	on_target	net_51_10906	1.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
43681.0				1.0	90.0	90.0	43681.0	on_target	net_51_10906	1.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_False	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	False
44.0				0.0095238095238095	1.0	105.0	44.0	on_target	net_98_11932	0.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
437.0				0.0761904761904762	8.0	105.0	437.0	on_target	net_98_11932	0.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
2184.0				0.1714285714285714	18.0	105.0	2184.0	on_target	net_98_11932	0.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
4368.0				0.3047619047619048	32.0	105.0	4368.0	on_target	net_98_11932	0.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
8736.0				0.5428571428571428	57.0	105.0	8736.0	on_target	net_98_11932	0.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
10920.0				0.6476190476190476	68.0	105.0	10920.0	on_target	net_98_11932	0.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
21840.0				0.8571428571428571	90.0	105.0	21840.0	on_target	net_98_11932	0.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
32761.0				0.9904761904761904	104.0	105.0	32761.0	on_target	net_98_11932	0.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
43681.0				1.0	105.0	105.0	43681.0	on_target	net_98_11932	0.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
44.0				0.0	0.0	105.0	44.0	off_target	net_98_11932	1.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
437.0				0.0	0.0	105.0	437.0	off_target	net_98_11932	1.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
2184.0				0.0095238095238095	1.0	105.0	2184.0	off_target	net_98_11932	1.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
4368.0				0.0666666666666666	7.0	105.0	4368.0	off_target	net_98_11932	1.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
8736.0				0.238095238095238	25.0	105.0	8736.0	off_target	net_98_11932	1.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
10920.0				0.3904761904761905	41.0	105.0	10920.0	off_target	net_98_11932	1.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
21840.0				0.819047619047619	86.0	105.0	21840.0	off_target	net_98_11932	1.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
32761.0				0.9904761904761904	104.0	105.0	32761.0	off_target	net_98_11932	1.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
43681.0				1.0	105.0	105.0	43681.0	off_target	net_98_11932	1.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
44.0				0.0	0.0	90.0	44.0	off_target	net_51_10906	0.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
437.0				0.0	0.0	90.0	437.0	off_target	net_51_10906	0.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
2184.0				0.0	0.0	90.0	2184.0	off_target	net_51_10906	0.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
4368.0				0.0111111111111111	1.0	90.0	4368.0	off_target	net_51_10906	0.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
8736.0				0.0444444444444444	4.0	90.0	8736.0	off_target	net_51_10906	0.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
10920.0				0.0555555555555555	5.0	90.0	10920.0	off_target	net_51_10906	0.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
21840.0				0.4444444444444444	40.0	90.0	21840.0	off_target	net_51_10906	0.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
32761.0				0.8	72.0	90.0	32761.0	off_target	net_51_10906	0.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
43681.0				1.0	90.0	90.0	43681.0	off_target	net_51_10906	0.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
44.0				0.0222222222222222	2.0	90.0	44.0	on_target	net_51_10906	1.0	0.001	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
437.0				0.1333333333333333	12.0	90.0	437.0	on_target	net_51_10906	1.0	0.01	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
2184.0				0.2666666666666666	24.0	90.0	2184.0	on_target	net_51_10906	1.0	0.05	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
4368.0				0.4444444444444444	40.0	90.0	4368.0	on_target	net_51_10906	1.0	0.1	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
8736.0				0.6666666666666666	60.0	90.0	8736.0	on_target	net_51_10906	1.0	0.2	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
10920.0				0.7777777777777778	70.0	90.0	10920.0	on_target	net_51_10906	1.0	0.25	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
21840.0				0.9555555555555556	86.0	90.0	21840.0	on_target	net_51_10906	1.0	0.5	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
32761.0				1.0	90.0	90.0	32761.0	on_target	net_51_10906	1.0	0.75	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
43681.0				1.0	90.0	90.0	43681.0	on_target	net_51_10906	1.0	1.0	net_98_11932_net_51_10906_net_60_10082	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_True	GuidedBackprop	64	1	0.1	ZINBAutoencoder	zeros	True
44.0				0.0	0.0	105.0	44.0	on_target	net_98_11932	0.0	0.001	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.0095238095238095	1.0	105.0	437.0	on_target	net_98_11932	0.0	0.01	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.1428571428571428	15.0	105.0	2184.0	on_target	net_98_11932	0.0	0.05	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.2666666666666666	28.0	105.0	4368.0	on_target	net_98_11932	0.0	0.1	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.5714285714285714	60.0	105.0	8736.0	on_target	net_98_11932	0.0	0.2	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.6857142857142857	72.0	105.0	10920.0	on_target	net_98_11932	0.0	0.25	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.8380952380952381	88.0	105.0	21840.0	on_target	net_98_11932	0.0	0.5	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
32761.0				0.9809523809523808	103.0	105.0	32761.0	on_target	net_98_11932	0.0	0.75	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
43681.0				1.0	105.0	105.0	43681.0	on_target	net_98_11932	0.0	1.0	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
44.0				0.0	0.0	105.0	44.0	off_target	net_98_11932	1.0	0.001	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.0	0.0	105.0	437.0	off_target	net_98_11932	1.0	0.01	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.0380952380952381	4.0	105.0	2184.0	off_target	net_98_11932	1.0	0.05	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.1333333333333333	14.0	105.0	4368.0	off_target	net_98_11932	1.0	0.1	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.2571428571428571	27.0	105.0	8736.0	off_target	net_98_11932	1.0	0.2	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.3809523809523809	40.0	105.0	10920.0	off_target	net_98_11932	1.0	0.25	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.8761904761904762	92.0	105.0	21840.0	off_target	net_98_11932	1.0	0.5	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
32761.0				0.9904761904761904	104.0	105.0	32761.0	off_target	net_98_11932	1.0	0.75	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
43681.0				1.0	105.0	105.0	43681.0	off_target	net_98_11932	1.0	1.0	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
44.0				0.0	0.0	90.0	44.0	off_target	net_51_10906	0.0	0.001	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
437.0				0.0	0.0	90.0	437.0	off_target	net_51_10906	0.0	0.01	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
2184.0				0.0	0.0	90.0	2184.0	off_target	net_51_10906	0.0	0.05	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
4368.0				0.0	0.0	90.0	4368.0	off_target	net_51_10906	0.0	0.1	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
8736.0				0.0111111111111111	1.0	90.0	8736.0	off_target	net_51_10906	0.0	0.2	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
10920.0				0.0222222222222222	2.0	90.0	10920.0	off_target	net_51_10906	0.0	0.25	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
21840.0				0.3444444444444444	31.0	90.0	21840.0	off_target	net_51_10906	0.0	0.5	net_98_11932_net_51_10906_net_60_10082	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_False	GradientShap	64	1	0.1	ZINBAutoencoder	zeros	False
