n_top	percentage_overlap	configuration	target	percentage_recovered	tp	gs_count	pp	type	grn	net	top_perc	dataset	method	xai_method	hidden_layer_size	n_hidden_layers	dropout	model	background	raw
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.0031794871794871794	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.07852991452991452	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.33765811965811965	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.47682051282051285	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.9591282051282051	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9965641025641025	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.008850574712643678	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.043149425287356324	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.17560919540229883	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.24588505747126435	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.6038620689655173	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.8306436781609196	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.12489655172413795	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.23248275862068965	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.43627586206896557	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.5094252873563219	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.7484137931034482	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.8793333333333334	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.001	0.002735632183908045	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.1324367816091954	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.43124137931034484	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.5737471264367817	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.7204137931034483	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.7619310344827586	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.8906436781609196	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.9608735632183908	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.001	0.009384615384615384	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.02869230769230769	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.12973076923076923	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.26482692307692307	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.4216346153846154	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.528173076923077	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.7553076923076922	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.8511538461538461	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	9.615384615384615e-05	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.08398076923076922	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.11998076923076922	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.36626923076923074	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.8597307692307693	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	1.923076923076923e-05	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.010519230769230769	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.08188461538461539	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.16015384615384617	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.48607692307692313	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.8084038461538461	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.00019444444444444446	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.02294444444444444	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.13236111111111112	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.20600925925925923	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5163981481481481	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.7909166666666666	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.001	0.0040185185185185185	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.10387962962962961	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.2413796296296296	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.30768518518518523	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.3934907407407407	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.43733333333333335	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.7248981481481481	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.895925925925926	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.021037037037037038	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.07285185185185185	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.22384259259259257	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.294962962962963	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5953518518518519	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.7708425925925927	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.06088	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.16553142857142858	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.24754285714285715	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.6393714285714287	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.8982171428571429	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.06065142857142858	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.1441257142857143	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.3123657142857143	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.40996571428571427	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.8000114285714285	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9602514285714286	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.001	0.011062857142857143	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.09342857142857143	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.26608	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.3855885714285715	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.6029828571428572	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.6973257142857142	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.8488457142857143	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.899062857142857	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.001	0.002653846153846154	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.029076923076923077	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.1650192307692308	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.30051923076923076	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.5343269230769231	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.6130576923076924	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.7916153846153846	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.8249615384615384	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.0025576923076923077	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.04911538461538462	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.10461538461538464	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5582692307692307	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9317884615384615	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.0021538461538461538	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.03809615384615384	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.18415384615384617	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.25044230769230763	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5655769230769232	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9280192307692308	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.006314814814814816	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.025935185185185183	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.1358425925925926	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.2068148148148148	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5503611111111111	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.8311759259259259	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.001	0.016203703703703703	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.10640740740740741	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.20225925925925928	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.2747777777777778	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.3690555555555555	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.40705555555555556	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.6467870370370371	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.8661388888888889	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.0003981481481481481	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.04198148148148148	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.11862037037037039	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.2915	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.3625462962962963	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.6184166666666667	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.8027592592592593	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.04577142857142857	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.10138285714285715	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.14276571428571427	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.16238857142857144	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5493714285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9381828571428572	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.05173714285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.11973714285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.25290285714285715	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.3296914285714285	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.8075428571428571	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.95816	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.001	0.005885714285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.01	0.04295999999999999	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.1685714285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.29904000000000003	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.4844914285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.5638400000000001	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.8265714285714286	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.9306057142857143	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.001	0.009615384615384616	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.029288461538461538	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.1738846153846154	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.3447307692307693	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.617173076923077	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.7283653846153846	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.9488076923076924	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.9857115384615385	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.03201923076923077	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.09225000000000001	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.29588461538461536	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.8571153846153846	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.009326923076923076	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.10432692307692307	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.18317307692307694	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.5454038461538461	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9142499999999999	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.004379629629629629	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.016305555555555552	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.10381481481481482	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.19305555555555556	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.517962962962963	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.8076111111111111	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.001	0.0035092592592592593	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.0793425925925926	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.2450092592592593	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.31361111111111106	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.3996481481481482	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.4353981481481482	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.6765925925925925	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.8655370370370371	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.022685185185185187	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.08841666666666666	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.21766666666666665	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.27602777777777776	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.6033611111111111	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.7762314814814815	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	1.1428571428571429e-05	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.06286857142857143	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.2053142857142857	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.29219428571428574	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.7187085714285715	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9760114285714286	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.06987428571428571	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.16988571428571428	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.3956457142857144	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.5178514285714285	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.85544	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9812000000000001	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.001	0.012102857142857143	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.0719542857142857	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.2626171428571428	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.38341714285714285	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.5778285714285716	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.6459428571428572	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.8092457142857142	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.8790971428571428	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.001	0.0027884615384615383	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.03528846153846153	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.20638461538461542	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.37269230769230777	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.662	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.7623846153846153	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.9342307692307692	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.9512307692307693	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	1.923076923076923e-05	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.0014615384615384616	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.03146153846153846	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.07017307692307692	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.4474807692307692	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.908	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.006480769230769231	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.06848076923076923	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.21965384615384617	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.2835384615384615	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.5990000000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9520961538461538	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.005805555555555556	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.019962962962962964	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.11891666666666667	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.19538888888888892	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.572212962962963	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.8692407407407408	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
