	cluster	source	jaccard_score	size_a	size_b	threshold	top_regulons	comparison	file_a	file_b
549	cd14+_monocytes	IRF7	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
550	cd14-_monocytes	NFAT5	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
551	cd14+_monocytes	NR4A1	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
552	cd14+_monocytes	ID2	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
553	pDC	TFDP2	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
554	cd8+_tcells	FOXP1	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
555	cd14+_monocytes	HIPK2	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
556	DC	ID2	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
557	b_cells	KLF12	0.05263157894736842	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
558	cd4+_tcells	RUNX3	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
559	b_cells	HDAC9	0.8181818181818182	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
560	cd14+_monocytes	HDAC9	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
561	cd8+_tcells	NFATC3	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
562	DC	HDAC9	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
563	b_cells	RUNX3	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
564	cd14+_monocytes	RUNX3	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
565	cd14-_monocytes	ZBTB20	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
566	cd14+_monocytes	TCF12	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
567	cd14-_monocytes	SETBP1	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
568	cd14-_monocytes	IRF7	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
569	pDC	TCF4	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
570	cd14-_monocytes	NR4A1	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
571	b_cells	BCL11A	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
572	cd14-_monocytes	ID2	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
573	pDC	HDAC9	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
574	cd14-_monocytes	HIPK2	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
575	nk_cells	NFATC3	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
576	b_cells	SP140	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
577	DC	BCL11A	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
578	cd14-_monocytes	FOXO1	0.05263157894736842	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
579	pDC	RUNX2	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
580	b_cells	FOXP1	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
581	pDC	ZEB1	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
582	cd14+_monocytes	SOX4	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
583	cd8+_tcells	RUNX1	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
584	cd14+_monocytes	FOSB	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
585	cd4+_tcells	KAT6B	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
586	cd8+_tcells	STAT4	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
587	DC	FOXP1	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
588	pDC	BCL11A	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
589	cd14-_monocytes	RUNX3	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
590	cd8+_tcells	NFATC2	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
591	cd4+_tcells	HIVEP2	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
592	cd14-_monocytes	TCF12	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
593	DC	RUNX2	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
594	cd14+_monocytes	NFATC3	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
595	cd4+_tcells	ZBTB20	0.6666666666666666	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
596	nk_cells	TOX	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs bd-rhap-rep2-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv
597	cd8+_tcells	RUNX3	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
598	cd14+_monocytes	TLE5	0.05263157894736842	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
599	nk_cells	BTG2	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
600	nk_cells	TLE5	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
601	cd14-_monocytes	TLE5	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
602	DC	BCL11A	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
603	DC	TLE5	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
604	cd8+_tcells	ID2	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
605	pDC	LMO4	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
606	pDC	RUNX2	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
607	cd14+_monocytes	STAT1	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
608	pDC	IRF8	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
609	DC	MAX	0.0	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
610	pDC	HMGB2	0.0	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
611	cd14+_monocytes	SOX4	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
612	cd8+_tcells	TLE5	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
613	cd14-_monocytes	SOX4	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
614	b_cells	JUN	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
615	b_cells	FOS	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
616	cd14+_monocytes	CEBPD	0.5384615384615384	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
617	nk_cells	CEBPD	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
618	cd14-_monocytes	CEBPD	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
619	b_cells	IRF8	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
620	pDC	TLE5	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
621	pDC	BCL11A	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
622	cd14-_monocytes	RUNX3	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
623	pDC	TCF4	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
624	cd14-_monocytes	LMO4	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
625	cd14+_monocytes	IRF8	0.3333333333333333	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
626	cd14-_monocytes	NR4A1	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
627	DC	NR4A1	0.17647058823529413	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
628	cd14+_monocytes	ID2	0.0	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
629	DC	LMO4	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
630	b_cells	BCL11A	0.42857142857142855	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
631	b_cells	TLE5	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
632	cd14-_monocytes	ID2	0.0	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
633	DC	IRF8	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
634	DC	HMGB2	0.25	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
635	DC	ID2	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
636	b_cells	SP140	0.1111111111111111	10	10	10	20	bd-rhap-rep1-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep1-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
637	cd8+_tcells	RUNX3	0.05263157894736842	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
638	cd8+_tcells	HOPX	0.17647058823529413	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
639	DC	BCL11A	0.42857142857142855	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
640	cd8+_tcells	ID2	0.1111111111111111	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
641	pDC	IRF7	0.17647058823529413	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
642	pDC	RUNX2	0.42857142857142855	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
643	nk_cells	TFDP2	0.25	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
644	pDC	IRF8	0.6666666666666666	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
645	DC	MAX	0.0	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
646	cd8+_tcells	BTG2	0.05263157894736842	10	10	10	20	bd-rhap-rep2-X/regulons_10_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv	bd-rhap-rep2-X/regulons_10_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_10_TF.tsv
